Species ID;Species;Latin Name;Group;Subgroup;Subsubgroup;Family;Checklist ID;Date;Year;Month;Day;Site Ref;Site;County;Country;Life Stage;Aggregate Status
D01;Banded Demoiselle;Calopteryx splendens;Insect;Odonata;Damselfly;Calopterygidae;C10;21.06.2023;2023;6;21;S0001;Woodham Fen;Essex;UK;Adult;Species
D34;Black-tailed Skimmer;Orthetrum cancellatum;Insect;Odonata;Dragonfly;Libellulidae;C10;21.06.2023;2023;6;21;S0001;Woodham Fen;Essex;UK;Adult;Species
M1068;Orange Pine Tortrix;Lozotaeniodes formosana;Insect;Lepidoptera;Moth;Tortricidae;C11;24.06.2023;2023;6;24;S0004;Carisbrooke Drive;Essex;UK;Adult;Species
M1100;Yellow Oak Tortrix;Aleimma loeflingiana;Insect;Lepidoptera;Moth;Tortricidae;C11;24.06.2023;2023;6;24;S0004;Carisbrooke Drive;Essex;UK;Adult;Species
M1104;Netted Tortrix;Acleris forsskaleana;Insect;Lepidoptera;Moth;Tortricidae;C11;24.06.2023;2023;6;24;S0004;Carisbrooke Drive;Essex;UK;Adult;Species
M1529;Bee Moth;Aphomia sociella;Insect;Lepidoptera;Moth;Pyralidae;C11;24.06.2023;2023;6;24;S0004;Carisbrooke Drive;Essex;UK;Adult;Species
M1720;Dwarf Cream Wave;Idaea fuscovenosa;Insect;Lepidoptera;Moth;Geometridae;C11;24.06.2023;2023;6;24;S0004;Carisbrooke Drive;Essex;UK;Adult;Species
M1726;Treble Brown Spot;Idaea trigeminata;Insect;Lepidoptera;Moth;Geometridae;C11;24.06.2023;2023;6;24;S0004;Carisbrooke Drive;Essex;UK;Adult;Species
M1966;Willow Beauty;Peribatodes rhomboidaria;Insect;Lepidoptera;Moth;Geometridae;C11;24.06.2023;2023;6;24;S0004;Carisbrooke Drive;Essex;UK;Adult;Species
M2013;Eyed Hawk-moth;Smerinthus ocellata;Insect;Lepidoptera;Moth;Sphingidae;C11;24.06.2023;2023;6;24;S0004;Carisbrooke Drive;Essex;UK;Adult;Species
M2026;Elephant Hawk-moth;Deilephila elpenor;Insect;Lepidoptera;Moth;Sphingidae;C11;24.06.2023;2023;6;24;S0004;Carisbrooke Drive;Essex;UK;Adult;Species
M2083;Scarce Footman;Eilema complana;Insect;Lepidoptera;Moth;Erebidae;C11;24.06.2023;2023;6;24;S0004;Carisbrooke Drive;Essex;UK;Adult;Species
M2128;Heart and Club;Agrotis clavis;Insect;Lepidoptera;Moth;Noctuidae;C11;24.06.2023;2023;6;24;S0004;Carisbrooke Drive;Essex;UK;Adult;Species
M2129;Heart and Dart;Agrotis exclamationis;Insect;Lepidoptera;Moth;Noctuidae;C11;24.06.2023;2023;6;24;S0004;Carisbrooke Drive;Essex;UK;Adult;Species
M2208;Bright-line Brown-eye;Lacanobia oleracea;Insect;Lepidoptera;Moth;Noctuidae;C11;24.06.2023;2023;6;24;S0004;Carisbrooke Drive;Essex;UK;Adult;Species
M2248;Common Wainscot;Mythimna pallens;Insect;Lepidoptera;Moth;Noctuidae;C11;24.06.2023;2023;6;24;S0004;Carisbrooke Drive;Essex;UK;Adult;Species
M2381;Dark Arches;Apamea monoglypha;Insect;Lepidoptera;Moth;Noctuidae;C11;24.06.2023;2023;6;24;S0004;Carisbrooke Drive;Essex;UK;Adult;Species
M2448;Rustic;Hoplodrina blanda;Insect;Lepidoptera;Moth;Noctuidae;C11;24.06.2023;2023;6;24;S0004;Carisbrooke Drive;Essex;UK;Adult;Species
G029;Perennial rye-grass;Lolium perenne;Plant;Grass et al;Grass;Poaceae;C12;24.06.2023;2023;6;24;S0004;Carisbrooke Drive;Essex;UK;Adult;Species
G102;Common bent;Agrostis capillaris;Plant;Grass et al;Grass;Poaceae;C12;24.06.2023;2023;6;24;S0004;Carisbrooke Drive;Essex;UK;Adult;Species
G132;Timothy Grass;Phleum pratense;Plant;Grass et al;Grass;Poaceae;C12;24.06.2023;2023;6;24;S0004;Carisbrooke Drive;Essex;UK;Adult;Species
F0078;White Water-lily;Nymphaea alba;Plant;Flower;Flower;Nymphaeaceae;C13;28.06.2023;2023;6;28;S0011;Abberton Reservoir;Essex;UK;Adult;Species
F0379;Lucerne;Medicago sativa;Plant;Flower;Flower;Fabaceae;C13;28.06.2023;2023;6;28;S0011;Abberton Reservoir;Essex;UK;Adult;Species
F0760;Red Bartsia;Odontites vernus;Plant;Flower;Flower;Orobanchaceae;C13;28.06.2023;2023;6;28;S0011;Abberton Reservoir;Essex;UK;Adult;Species
F0807;Lady's Bedstraw;Galium verum;Plant;Flower;Flower;Rubiaceae;C13;28.06.2023;2023;6;28;S0011;Abberton Reservoir;Essex;UK;Adult;Species
F0856;Greater Knapweed;Centaurea scabiosa;Plant;Flower;Flower;Asteraceae;C13;28.06.2023;2023;6;28;S0011;Abberton Reservoir;Essex;UK;Adult;Species
F0858;Common Knapweed;Centaurea nigra;Plant;Flower;Flower;Asteraceae;C13;28.06.2023;2023;6;28;S0011;Abberton Reservoir;Essex;UK;Adult;Species
F0022;Celery-leaved Buttercup;Ranunculus sceleratus;Plant;Flower;Flower;Ranunculaceae;C14;28.06.2023;2023;6;28;S0013;Blue House Farm;Essex;UK;Adult;Species
F0859;Cornflower;Centaurea cyanus;Plant;Flower;Flower;Asteraceae;C14;28.06.2023;2023;6;28;S0013;Blue House Farm;Essex;UK;Adult;Species
CT01;Bulrush ;Typha latifolia;Plant;Grass et al;Cattail;Typhaceae;C14;28.06.2023;2023;6;28;S0013;Blue House Farm;Essex;UK;Adult;Species
S017;Common Club-rush ;Schoenoplectus lacustris;Plant;Grass et al;Sedge;Cyperaceae;C14;28.06.2023;2023;6;28;S0013;Blue House Farm;Essex;UK;Adult;Species
MA17;Hare;Lepus europaeus;Mammal;Lagomorphs;Lagomorphs;Leporidae;C14;28.06.2023;2023;6;28;S0013;Blue House Farm;Essex;UK;Adult;Species
F0603;Viper's-bugloss;Echium vulgare;Plant;Flower;Flower;Boraginaceae;C15;28.06.2023;2023;6;28;S0012;Fingringhoe Wick;Essex;UK;Adult;Species
F0845;Musk Thistle;Carduus nutans;Plant;Flower;Flower;Asteraceae;C15;28.06.2023;2023;6;28;S0012;Fingringhoe Wick;Essex;UK;Adult;Species
F0189;Sea-kale;Crambe maritima;Plant;Flower;Flower;Brassicaceae;C16;30.06.2023;2023;6;30;S0003;Kessingland Beach;Suffolk;UK;Adult;Species
F0241;Scarlet Pimpernel;Anagallis arvensis;Plant;Flower;Flower;Primulaceae;C16;30.06.2023;2023;6;30;S0003;Kessingland Beach;Suffolk;UK;Adult;Species
F0243;Sea-milkwort;Glaux maritima;Plant;Flower;Flower;Primulaceae;C16;30.06.2023;2023;6;30;S0003;Kessingland Beach;Suffolk;UK;Adult;Species
F0244;Brookweed;Samolus valerandi;Plant;Flower;Flower;Primulaceae;C16;30.06.2023;2023;6;30;S0003;Kessingland Beach;Suffolk;UK;Adult;Species
F0258;Biting Stonecrop;Sedum acre;Plant;Flower;Flower;Crassulaceae;C16;30.06.2023;2023;6;30;S0003;Kessingland Beach;Suffolk;UK;Adult;Species
F0260;White Stonecrop;Sedum album;Plant;Flower;Flower;Crassulaceae;C16;30.06.2023;2023;6;30;S0003;Kessingland Beach;Suffolk;UK;Adult;Species
F0363;Sea Pea;Lathyrus japonicus;Plant;Flower;Flower;Fabaceae;C16;30.06.2023;2023;6;30;S0003;Kessingland Beach;Suffolk;UK;Adult;Species
F0373;Common Restharrow;Ononis repens;Plant;Flower;Flower;Fabaceae;C16;30.06.2023;2023;6;30;S0003;Kessingland Beach;Suffolk;UK;Adult;Species
F0402;Hare's-foot Clover;Trifolium arvense;Plant;Flower;Flower;Fabaceae;C16;30.06.2023;2023;6;30;S0003;Kessingland Beach;Suffolk;UK;Adult;Species
F0456;Sea Spurge;Euphorbia paralias;Plant;Flower;Flower;Euphorbiaceae;C16;30.06.2023;2023;6;30;S0003;Kessingland Beach;Suffolk;UK;Adult;Species
F0500;Sea-holly;Eryngium maritimum;Plant;Flower;Flower;Apiaceae;C16;30.06.2023;2023;6;30;S0003;Kessingland Beach;Suffolk;UK;Adult;Species
F0561;Wild Carrot;Daucus carota;Plant;Flower;Flower;Apiaceae;C16;30.06.2023;2023;6;30;S0003;Kessingland Beach;Suffolk;UK;Adult;Species
F0565;Common Centaury;Centaurium erythraea;Plant;Flower;Flower;Gentianaceae;C16;30.06.2023;2023;6;30;S0003;Kessingland Beach;Suffolk;UK;Adult;Species
F0569;Yellow-wort;Blackstonia perfoliata;Plant;Flower;Flower;Gentianaceae;C16;30.06.2023;2023;6;30;S0003;Kessingland Beach;Suffolk;UK;Adult;Species
F0872;Bristly Oxtongue;Picris echioides;Plant;Flower;Flower;Asteraceae;C16;30.06.2023;2023;6;30;S0003;Kessingland Beach;Suffolk;UK;Adult;Species
F0895;Common Cudweed;Filago vulgaris;Plant;Flower;Flower;Asteraceae;C16;30.06.2023;2023;6;30;S0003;Kessingland Beach;Suffolk;UK;Adult;Species
F0921;Canadian Fleabane;Conyza canadensis;Plant;Flower;Flower;Asteraceae;C16;30.06.2023;2023;6;30;S0003;Kessingland Beach;Suffolk;UK;Adult;Species
F0945;Common Ragwort;Senecio jacobaea;Plant;Flower;Flower;Asteraceae;C16;30.06.2023;2023;6;30;S0003;Kessingland Beach;Suffolk;UK;Adult;Species
F0951;Common Groundsel;Senecio vulgaris;Plant;Flower;Flower;Asteraceae;C16;30.06.2023;2023;6;30;S0003;Kessingland Beach;Suffolk;UK;Adult;Species
F1157;Prickly Saltwort;Salsola kali;Plant;Flower;Flower;Amaranthaceae;C16;30.06.2023;2023;6;30;S0003;Kessingland Beach;Suffolk;UK;Adult;Species
G116;Marram;Ammophila arenaria;Plant;Grass et al;Grass;Poaceae;C16;30.06.2023;2023;6;30;S0003;Kessingland Beach;Suffolk;UK;Adult;Species
RU025;Hard Rush ;Juncus inflexus;Plant;Grass et al;Rush;Juncaceae;C16;30.06.2023;2023;6;30;S0003;Kessingland Beach;Suffolk;UK;Adult;Species
FER14;Common Polypody;Polypodium vulgare;Plant;Ferns et al;Fern;Polypodiaceae;C16;30.06.2023;2023;6;30;S0003;Kessingland Beach;Suffolk;UK;Adult;Species
B54;Gatekeeper;Pyronia tithonus;Insect;Lepidoptera;Butterfly;Nymphalidae;C17;01.07.2023;2023;7;1;S0014;Hickling Broad;Norfolk;UK;Adult;Species
B55;Meadow Brown;Maniola jurtina;Insect;Lepidoptera;Butterfly;Nymphalidae;C17;01.07.2023;2023;7;1;S0014;Hickling Broad;Norfolk;UK;Adult;Species
D04;Emerald Damselfly;Lestes sponsa;Insect;Odonata;Damselfly;Lestidae;C17;01.07.2023;2023;7;1;S0014;Hickling Broad;Norfolk;UK;Adult;Species
D11;Common Blue Damselfly;Enallagma cyathigerum;Insect;Odonata;Damselfly;Coenagrionidae;C17;01.07.2023;2023;7;1;S0014;Hickling Broad;Norfolk;UK;Adult;Species
D14;Blue-tailed Damselfly;Ischnura elegans;Insect;Odonata;Damselfly;Coenagrionidae;C17;01.07.2023;2023;7;1;S0014;Hickling Broad;Norfolk;UK;Adult;Species
D20;Norfolk Hawker;Aeshna isosceles;Insect;Odonata;Dragonfly;Aeshnidae;C17;01.07.2023;2023;7;1;S0014;Hickling Broad;Norfolk;UK;Adult;Species
D39;Ruddy Darter;Sympetrum sanguineum;Insect;Odonata;Dragonfly;Libellulidae;C17;01.07.2023;2023;7;1;S0014;Hickling Broad;Norfolk;UK;Adult;Species
B40;Red Admiral;Vanessa atalanta;Insect;Lepidoptera;Butterfly;Nymphalidae;C18;01.07.2023;2023;7;1;S0015;Carlton Marshes;Suffolk;UK;Adult;Species
B55;Meadow Brown;Maniola jurtina;Insect;Lepidoptera;Butterfly;Nymphalidae;C18;01.07.2023;2023;7;1;S0015;Carlton Marshes;Suffolk;UK;Adult;Species
D01;Banded Demoiselle;Calopteryx splendens;Insect;Odonata;Damselfly;Calopterygidae;C18;01.07.2023;2023;7;1;S0015;Carlton Marshes;Suffolk;UK;Adult;Species
D04;Emerald Damselfly;Lestes sponsa;Insect;Odonata;Damselfly;Lestidae;C18;01.07.2023;2023;7;1;S0015;Carlton Marshes;Suffolk;UK;Adult;Species
D09;Azure Damselfly;Coenagrion puella;Insect;Odonata;Damselfly;Coenagrionidae;C18;01.07.2023;2023;7;1;S0015;Carlton Marshes;Suffolk;UK;Adult;Species
D11;Common Blue Damselfly;Enallagma cyathigerum;Insect;Odonata;Damselfly;Coenagrionidae;C18;01.07.2023;2023;7;1;S0015;Carlton Marshes;Suffolk;UK;Adult;Species
D14;Blue-tailed Damselfly;Ischnura elegans;Insect;Odonata;Damselfly;Coenagrionidae;C18;01.07.2023;2023;7;1;S0015;Carlton Marshes;Suffolk;UK;Adult;Species
F0014;Meadow Buttercup;Ranunculus acris;Plant;Flower;Flower;Ranunculaceae;C18;01.07.2023;2023;7;1;S0015;Carlton Marshes;Suffolk;UK;Adult;Species
F0042;Common Meadow-rue;Thalictrum flavum;Plant;Flower;Flower;Ranunculaceae;C18;01.07.2023;2023;7;1;S0015;Carlton Marshes;Suffolk;UK;Adult;Species
F0054;Poppy sp.;Papaver sp.;Plant;Flower;Flower;Papaveraceae;C18;01.07.2023;2023;7;1;S0015;Carlton Marshes;Suffolk;UK;Adult;Species
F0061;Greater Celandine;Chelidonium majus;Plant;Flower;Flower;Papaveraceae;C18;01.07.2023;2023;7;1;S0015;Carlton Marshes;Suffolk;UK;Adult;Species
F0089;Hedge mustard;Sisymbrium officinale;Plant;Flower;Flower;Brassicaceae;C18;01.07.2023;2023;7;1;S0015;Carlton Marshes;Suffolk;UK;Adult;Species
F0145;Shepherd's-purse;Capsella bursa-pastoris;Plant;Flower;Flower;Brassicaceae;C18;01.07.2023;2023;7;1;S0015;Carlton Marshes;Suffolk;UK;Adult;Species
F0166;Hoary Cress;Cardaria draba;Plant;Flower;Flower;Brassicaceae;C18;01.07.2023;2023;7;1;S0015;Carlton Marshes;Suffolk;UK;Adult;Species
F0190;Wild Radish;Raphanus raphanistrum;Plant;Flower;Flower;Brassicaceae;C18;01.07.2023;2023;7;1;S0015;Carlton Marshes;Suffolk;UK;Adult;Species
F0284;Meadowsweet;Filipendula ulmaria;Plant;Flower;Flower;Rosaceae;C18;01.07.2023;2023;7;1;S0015;Carlton Marshes;Suffolk;UK;Adult;Species
F0288;Bramble;Rubus fruticosus;Plant;Flower;Flower;Rosaceae;C18;01.07.2023;2023;7;1;S0015;Carlton Marshes;Suffolk;UK;Adult;Species
F0292;Silverweed;Potentilla anserina;Plant;Flower;Flower;Rosaceae;C18;01.07.2023;2023;7;1;S0015;Carlton Marshes;Suffolk;UK;Adult;Species
F0327;Rose sp.;Rosa sp.;Plant;Flower;Flower;Rosaceae;C18;01.07.2023;2023;7;1;S0015;Carlton Marshes;Suffolk;UK;Adult;Species
F0352;Tufted Vetch;Vicia cracca;Plant;Flower;Flower;Fabaceae;C18;01.07.2023;2023;7;1;S0015;Carlton Marshes;Suffolk;UK;Adult;Species
F0358;Common Vetch;Vicia sativa;Plant;Flower;Flower;Fabaceae;C18;01.07.2023;2023;7;1;S0015;Carlton Marshes;Suffolk;UK;Adult;Species
F0364;Meadow Vetchling;Lathyrus pratensis;Plant;Flower;Flower;Fabaceae;C18;01.07.2023;2023;7;1;S0015;Carlton Marshes;Suffolk;UK;Adult;Species
F0384;White Clover;Trifolium repens;Plant;Flower;Flower;Fabaceae;C18;01.07.2023;2023;7;1;S0015;Carlton Marshes;Suffolk;UK;Adult;Species
F0395;Red Clover;Trifolium pratense;Plant;Flower;Flower;Fabaceae;C18;01.07.2023;2023;7;1;S0015;Carlton Marshes;Suffolk;UK;Adult;Species
F0421;Great Willowherb;Epilobium hirsutum;Plant;Flower;Flower;Onagraceae;C18;01.07.2023;2023;7;1;S0015;Carlton Marshes;Suffolk;UK;Adult;Species
F0433;Rosebay Willowherb;Chamerion angustifolium;Plant;Flower;Flower;Onagraceae;C18;01.07.2023;2023;7;1;S0015;Carlton Marshes;Suffolk;UK;Adult;Species
F0480;Cut-leaved Crane's-bill;Geranium dissectum;Plant;Flower;Flower;Geraniaceae;C18;01.07.2023;2023;7;1;S0015;Carlton Marshes;Suffolk;UK;Adult;Species
F0485;Herb-Robert;Geranium robertianum;Plant;Flower;Flower;Geraniaceae;C18;01.07.2023;2023;7;1;S0015;Carlton Marshes;Suffolk;UK;Adult;Species
F0491;Common Stork's-bill;Erodium cicutarium;Plant;Flower;Flower;Geraniaceae;C18;01.07.2023;2023;7;1;S0015;Carlton Marshes;Suffolk;UK;Adult;Species
F0530;Hemlock;Conium maculatum;Plant;Flower;Flower;Apiaceae;C18;01.07.2023;2023;7;1;S0015;Carlton Marshes;Suffolk;UK;Adult;Species
F0538;Fool's Water-cress;Apium nodiflorum;Plant;Flower;Flower;Apiaceae;C18;01.07.2023;2023;7;1;S0015;Carlton Marshes;Suffolk;UK;Adult;Species
F0555;Hogweed;Heracleum sphondylium;Plant;Flower;Flower;Apiaceae;C18;01.07.2023;2023;7;1;S0015;Carlton Marshes;Suffolk;UK;Adult;Species
F0588;Bittersweet;Solanum dulcamara;Plant;Flower;Flower;Solanaceae;C18;01.07.2023;2023;7;1;S0015;Carlton Marshes;Suffolk;UK;Adult;Species
F0593;Large Bindweed;Calystegia silvatica;Plant;Flower;Flower;Convolvulaceae;C18;01.07.2023;2023;7;1;S0015;Carlton Marshes;Suffolk;UK;Adult;Species
F0613;Common Fiddleneck;Amsinkia micrantha;Plant;Flower;Flower;Boraginaceae;C18;01.07.2023;2023;7;1;S0015;Carlton Marshes;Suffolk;UK;Adult;Species
F0614;Bugloss;Anchusa arvensis;Plant;Flower;Flower;Boraginaceae;C18;01.07.2023;2023;7;1;S0015;Carlton Marshes;Suffolk;UK;Adult;Species
F0630;Forget-me-not sp.;Myosotis sp.;Plant;Flower;Flower;Boraginaceae;C18;01.07.2023;2023;7;1;S0015;Carlton Marshes;Suffolk;UK;Adult;Species
F0639;Hedge Woundwort;Stachys sylvatica;Plant;Flower;Flower;Lamiaceae;C18;01.07.2023;2023;7;1;S0015;Carlton Marshes;Suffolk;UK;Adult;Species
F0642;Black Horehound;Ballota nigra;Plant;Flower;Flower;Lamiaceae;C18;01.07.2023;2023;7;1;S0015;Carlton Marshes;Suffolk;UK;Adult;Species
F0701;Greater Plantain;Plantago major;Plant;Flower;Flower;Plantaginaceae;C18;01.07.2023;2023;7;1;S0015;Carlton Marshes;Suffolk;UK;Adult;Species
F0703;Ribwort Plantain;Plantago lanceolata;Plant;Flower;Flower;Plantaginaceae;C18;01.07.2023;2023;7;1;S0015;Carlton Marshes;Suffolk;UK;Adult;Species
F0729;Common toadflax;Linaria vulgaris;Plant;Flower;Flower;Plantaginaceae;C18;01.07.2023;2023;7;1;S0015;Carlton Marshes;Suffolk;UK;Adult;Species
F0812;Cleavers;Galium aparine;Plant;Flower;Flower;Rubiaceae;C18;01.07.2023;2023;7;1;S0015;Carlton Marshes;Suffolk;UK;Adult;Species
F0824;Honeysuckle;Lonicera periclymenum;Plant;Flower;Flower;Caprifoliaceae;C18;01.07.2023;2023;7;1;S0015;Carlton Marshes;Suffolk;UK;Adult;Species
F0831;Common Valerian;Valeriana officinalis;Plant;Flower;Flower;Caprifoliaceae;C18;01.07.2023;2023;7;1;S0015;Carlton Marshes;Suffolk;UK;Adult;Species
F0834;Wild Teasel;Dipsacus fullonum;Plant;Flower;Flower;Caprifoliaceae;C18;01.07.2023;2023;7;1;S0015;Carlton Marshes;Suffolk;UK;Adult;Species
F0847;Spear Thistle;Cirsium vulgare;Plant;Flower;Flower;Asteraceae;C18;01.07.2023;2023;7;1;S0015;Carlton Marshes;Suffolk;UK;Adult;Species
F0852;Marsh Thistle;Cirsium palustre;Plant;Flower;Flower;Asteraceae;C18;01.07.2023;2023;7;1;S0015;Carlton Marshes;Suffolk;UK;Adult;Species
F0853;Creeping Thistle;Cirsium arvense;Plant;Flower;Flower;Asteraceae;C18;01.07.2023;2023;7;1;S0015;Carlton Marshes;Suffolk;UK;Adult;Species
F0880;Prickly Sow-thistle;Sonchus asper;Plant;Flower;Flower;Asteraceae;C18;01.07.2023;2023;7;1;S0015;Carlton Marshes;Suffolk;UK;Adult;Species
F0886;Dandelion sp.;Taraxacum sp.;Plant;Flower;Flower;Asteraceae;C18;01.07.2023;2023;7;1;S0015;Carlton Marshes;Suffolk;UK;Adult;Species
F0895;Common Cudweed;Filago vulgaris;Plant;Flower;Flower;Asteraceae;C18;01.07.2023;2023;7;1;S0015;Carlton Marshes;Suffolk;UK;Adult;Species
F0909;Common Fleabane;Pulicaria dysenterica;Plant;Flower;Flower;Asteraceae;C18;01.07.2023;2023;7;1;S0015;Carlton Marshes;Suffolk;UK;Adult;Species
F0939;Pineappleweed;Matricaria matricarioides;Plant;Flower;Flower;Asteraceae;C18;01.07.2023;2023;7;1;S0015;Carlton Marshes;Suffolk;UK;Adult;Species
F0945;Common Ragwort;Senecio jacobaea;Plant;Flower;Flower;Asteraceae;C18;01.07.2023;2023;7;1;S0015;Carlton Marshes;Suffolk;UK;Adult;Species
F0964;Hemp-agrimony;Eupatorium cannabinum;Plant;Flower;Flower;Asteraceae;C18;01.07.2023;2023;7;1;S0015;Carlton Marshes;Suffolk;UK;Adult;Species
F0973;Frogbit;Hydrocharis morsus-ranae;Plant;Flower;Flower;Hydrocharitaceae;C18;01.07.2023;2023;7;1;S0015;Carlton Marshes;Suffolk;UK;Adult;Species
F1009;Lords-and-Ladies;Arum maculatum;Plant;Flower;Flower;Araceae;C18;01.07.2023;2023;7;1;S0015;Carlton Marshes;Suffolk;UK;Adult;Species
F1221;White Campion;Silene latifolia;Plant;Flower;Flower;Caryophyllaceae;C18;01.07.2023;2023;7;1;S0015;Carlton Marshes;Suffolk;UK;Adult;Species
F1222;Red Campion;Silene dioica;Plant;Flower;Flower;Caryophyllaceae;C18;01.07.2023;2023;7;1;S0015;Carlton Marshes;Suffolk;UK;Adult;Species
F1246;Knotgrass;Polygonum aviculare;Plant;Flower;Flower;Polygonaceae;C18;01.07.2023;2023;7;1;S0015;Carlton Marshes;Suffolk;UK;Adult;Species
F1268;Broad-leaved Dock;Rumex obtusifolius;Plant;Flower;Flower;Polygonaceae;C18;01.07.2023;2023;7;1;S0015;Carlton Marshes;Suffolk;UK;Adult;Species
F1306;Common Mallow;Malva sylvestris;Plant;Flower;Flower;Malvaceae;C18;01.07.2023;2023;7;1;S0015;Carlton Marshes;Suffolk;UK;Adult;Species
F1336;Common Nettle;Urtica dioica;Plant;Flower;Flower;Urticaceae;C18;01.07.2023;2023;7;1;S0015;Carlton Marshes;Suffolk;UK;Adult;Species
CT01;Bulrush ;Typha latifolia;Plant;Grass et al;Cattail;Typhaceae;C18;01.07.2023;2023;7;1;S0015;Carlton Marshes;Suffolk;UK;Adult;Species
G029;Perennial rye-grass;Lolium perenne;Plant;Grass et al;Grass;Poaceae;C18;01.07.2023;2023;7;1;S0015;Carlton Marshes;Suffolk;UK;Adult;Species
G047;Rough meadow-grass;Poa trivialis;Plant;Grass et al;Grass;Poaceae;C18;01.07.2023;2023;7;1;S0015;Carlton Marshes;Suffolk;UK;Adult;Species
G060;Cock's-foot;Dactylis glomerata;Plant;Grass et al;Grass;Poaceae;C18;01.07.2023;2023;7;1;S0015;Carlton Marshes;Suffolk;UK;Adult;Species
G076;False Oat-grass ;Arrhenatherum elatius;Plant;Grass et al;Grass;Poaceae;C18;01.07.2023;2023;7;1;S0015;Carlton Marshes;Suffolk;UK;Adult;Species
G089;Yorkshire-fog;Holcus lanatus;Plant;Grass et al;Grass;Poaceae;C18;01.07.2023;2023;7;1;S0015;Carlton Marshes;Suffolk;UK;Adult;Species
G097;Reed Canary-grass;Phalaris arundinacea;Plant;Grass et al;Grass;Poaceae;C18;01.07.2023;2023;7;1;S0015;Carlton Marshes;Suffolk;UK;Adult;Species
G132;Timothy Grass;Phleum pratense;Plant;Grass et al;Grass;Poaceae;C18;01.07.2023;2023;7;1;S0015;Carlton Marshes;Suffolk;UK;Adult;Species
G160;Common couch;Elytrigia repens;Plant;Grass et al;Grass;Poaceae;C18;01.07.2023;2023;7;1;S0015;Carlton Marshes;Suffolk;UK;Adult;Species
G166;Wall Barley ;Hordeum murinum;Plant;Grass et al;Grass;Poaceae;C18;01.07.2023;2023;7;1;S0015;Carlton Marshes;Suffolk;UK;Adult;Species
G174;Common reed;Phragmites australis;Plant;Grass et al;Grass;Poaceae;C18;01.07.2023;2023;7;1;S0015;Carlton Marshes;Suffolk;UK;Adult;Species
RU025;Hard Rush ;Juncus inflexus;Plant;Grass et al;Rush;Juncaceae;C18;01.07.2023;2023;7;1;S0015;Carlton Marshes;Suffolk;UK;Adult;Species
MA45;Chinese Water Deer;Hydropotes inermis;Mammal;Deer;Deer;Cervidae;C18;01.07.2023;2023;7;1;S0015;Carlton Marshes;Suffolk;UK;Adult;Species
SN004;Brown-lipped Snail;Cepaea nemoralis;Mollusc;Gastropod;Snail;None;C18;01.07.2023;2023;7;1;S0015;Carlton Marshes;Suffolk;UK;Adult;Species
B24;Silver-studded Blue;Plebeius argus;Insect;Lepidoptera;Butterfly;Lycaenidae;C19;02.07.2023;2023;7;2;S0016;Westleton Heath;Suffolk;UK;Adult;Species
B48;Speckled Wood;Pararge aegeria;Insect;Lepidoptera;Butterfly;Nymphalidae;C19;02.07.2023;2023;7;2;S0016;Westleton Heath;Suffolk;UK;Adult;Species
BT0028;Pine Ladybird;Exochomus quadripustulatus;Insect;Beetle;Beetle;Coccinellidae;C19;02.07.2023;2023;7;2;S0016;Westleton Heath;Suffolk;UK;Adult;Species
M2105;Cinnabar;Tyria jacobaeae;Insect;Lepidoptera;Moth;Erebidae;C20;01.07.2023;2023;7;1;S0016;Westleton Heath;Suffolk;UK;Adult;Species
F0066;Climbing Corydalis;Corydalis claviculata;Plant;Flower;Flower;Papaveraceae;C20;01.07.2023;2023;7;1;S0016;Westleton Heath;Suffolk;UK;Adult;Species
F0211;Bell Heather;Erica cinerea;Plant;Flower;Flower;Ericaceae;C20;01.07.2023;2023;7;1;S0016;Westleton Heath;Suffolk;UK;Adult;Species
F0288;Bramble;Rubus fruticosus;Plant;Flower;Flower;Rosaceae;C20;01.07.2023;2023;7;1;S0016;Westleton Heath;Suffolk;UK;Adult;Species
F0307;Agrimony;Agrimonia eupatoria;Plant;Flower;Flower;Rosaceae;C20;01.07.2023;2023;7;1;S0016;Westleton Heath;Suffolk;UK;Adult;Species
F0327;Rose sp.;Rosa sp.;Plant;Flower;Flower;Rosaceae;C20;01.07.2023;2023;7;1;S0016;Westleton Heath;Suffolk;UK;Adult;Species
F0491;Common Stork's-bill;Erodium cicutarium;Plant;Flower;Flower;Geraniaceae;C20;01.07.2023;2023;7;1;S0016;Westleton Heath;Suffolk;UK;Adult;Species
F0807;Lady's Bedstraw;Galium verum;Plant;Flower;Flower;Rubiaceae;C20;01.07.2023;2023;7;1;S0016;Westleton Heath;Suffolk;UK;Adult;Species
F0824;Honeysuckle;Lonicera periclymenum;Plant;Flower;Flower;Caprifoliaceae;C20;01.07.2023;2023;7;1;S0016;Westleton Heath;Suffolk;UK;Adult;Species
F0845;Musk Thistle;Carduus nutans;Plant;Flower;Flower;Asteraceae;C20;01.07.2023;2023;7;1;S0016;Westleton Heath;Suffolk;UK;Adult;Species
F0945;Common Ragwort;Senecio jacobaea;Plant;Flower;Flower;Asteraceae;C20;01.07.2023;2023;7;1;S0016;Westleton Heath;Suffolk;UK;Adult;Species
F1177;Lesser Stitchwort;Stellaria graminea;Plant;Flower;Flower;Caryophyllaceae;C20;01.07.2023;2023;7;1;S0016;Westleton Heath;Suffolk;UK;Adult;Species
